ID: 3d:tessellate | Name: 테셀레이트
ID: native:pointtolayer | Name: 포인트에서 레이어 생성
ID: native:poleofinaccessibility | Name: 도달불능극
ID: native:polygonfromlayerextent | Name: 레이어 범위 추출
ID: native:polygonize | Name: 라인을 폴리곤으로
ID: native:polygonstolines | Name: 폴리곤을 라인으로
ID: native:postgisexecutesql | Name: PostgreSQL이 SQL을 실행
ID: native:printlayoutmapextenttolayer | Name: 조판 지도 범위를 레이어에 인쇄
ID: native:printlayouttoimage | Name: 인쇄 조판을 이미지로 내보내기
ID: native:printlayouttopdf | Name: 인쇄 조판을 PDF로 내보내기
ID: native:projectpointcartesian | Name: 포인트 투영 (직교 좌표계)
ID: native:promotetomulti | Name: 다중 부분으로 육성
ID: native:raiseexception | Name: 예외 발생
ID: native:raisemessage | Name: 발생 메시지
ID: native:raisewarning | Name: 경고 발생
ID: native:randomextract | Name: 랜덤 추출
ID: native:randompointsinextent | Name: 범위 안에 랜덤 포인트 생성
ID: native:randompointsinpolygons | Name: 폴리곤 안에 랜덤 포인트 생성
ID: native:randompointsonlines | Name: 라인을 따라 랜덤 포인트 생성
ID: native:rasterbooleanand | Name: 래스터 불(boolean) AND
ID: native:rastercalc | Name: 래스터 계산기
ID: native:rasterize | Name: 맵을 래스터로 변환
ID: native:rasterlayerproperties | Name: 래스터 레이어 속성
ID: native:rasterlayerstatistics | Name: 래스터 레이어 통계
ID: native:rasterlayeruniquevaluesreport | Name: 래스터 레이어 유일 값 보고
ID: native:rasterlayerzonalstats | Name: 래스터 레이어 구역 통계
ID: native:rasterlogicalor | Name: 래스터 불(boolean) OR
ID: native:rastersampling | Name: 래스터 값 샘플링
ID: native:rastersurfacevolume | Name: 래스터 표면 부피(surface volume)
ID: native:reclassifybylayer | Name: 레이어로 재분류
ID: native:reclassifybytable | Name: 테이블로 재분류
ID: native:rectanglesovalsdiamonds | Name: 직사각형, 타원형, 마름모
ID: native:refactorfields | Name: 필드 재작성
ID: native:removeduplicatesbyattribute | Name: 속성으로 중복 삭제
ID: native:removeduplicatevertices | Name: 중복 꼭짓점 제거
ID: native:removenullgeometries | Name: NULL 지오메트리 제거
ID: native:renamelayer | Name: 레이어 이름 바꾸기
ID: native:renametablefield | Name: 필드 이름 바꾸기
ID: native:repairshapefile | Name: Shapefile 수정
ID: native:reprojectlayer | Name: 레이어 재투영
ID: native:rescaleraster | Name: 래스터 크기 조정
ID: native:retainfields | Name: 필드 유지
ID: native:reverselinedirection | Name: 라인 방향 반전
ID: native:rotatefeatures | Name: 회전(rotate)
ID: native:roundness | Name: 둥글기
ID: native:roundrastervalues | Name: 래스터 반올림
ID: native:ruggednessindex | Name: 험상(ruggedness) 지수
ID: native:savefeatures | Name: 벡터 피처를 파일로 저장
ID: native:savelog | Name: 로그를 파일로 저장
ID: native:saveselectedfeatures | Name: 선택한 피처 추출
ID: native:segmentizebymaxangle | Name: 최대 각도로 선분화
ID: native:segmentizebymaxdistance | Name: 최장 거리로 선분화
ID: native:selectbylocation | Name: 위치로 선택
ID: native:selectwithindistance | Name: 거리 안에서 선택
ID: native:serviceareafromlayer | Name: 서비스 영역 (레이어에서)
ID: native:serviceareafrompoint | Name: 서비스 영역 (포인트에서)
ID: native:setlayerencoding | Name: 레이어 인코딩 설정
ID: native:setlayerstyle | Name: 레이어 스타일 설정
ID: native:setmfromraster | Name: 래스터에서 M값 설정
ID: native:setmvalue | Name: M 값 설정
ID: native:setprojectvariable | Name: 프로젝트 변수 설정
ID: native:setzfromraster | Name: 드레이프 (래스터에서 Z값 설정)
ID: native:setzvalue | Name: Z 값 설정
ID: native:shortestline | Name: 피처들 사이의 최단 라인
ID: native:shortestpathlayertopoint | Name: 최단 경로 (레이어에서 포인트로)
ID: native:shortestpathpointtolayer | Name: 최단 경로 (포인트에서 레이어로)
ID: native:shortestpathpointtopoint | Name: 최단 경로 (포인트에서 포인트로)
ID: native:shpencodinginfo | Name: Shapefile 인코딩 정보 추출
ID: native:simplifygeometries | Name: 단순화
ID: native:singlesidedbuffer | Name: 한쪽 버퍼
ID: native:slope | Name: 경사
ID: native:smoothgeometry | Name: 평활화
ID: native:snapgeometries | Name: 지오메트리을 레이어에 스냅
ID: native:snappointstogrid | Name: 그리드에 포인트 스냅
ID: native:spatialiteexecutesql | Name: SpatialLite SQL 실행
ID: native:spatialiteexecutesqlregistered | Name: SpatialLite SQL 실행 (등록된 DB)
ID: native:splitfeaturesbycharacter | Name: 특성으로 피처 분할
ID: native:splitlinesbylength | Name: 최대 길이로 라인 분할
ID: native:splitvectorlayer | Name: 벡터 레이어 분할
ID: native:splitwithlines | Name: 라인으로 분할
ID: native:stdbscanclustering | Name: ST-DBSCAN 군집 형성
ID: native:stringconcatenation | Name: 문자열 연결
ID: native:stylefromproject | Name: 프로젝트에서 스타일 데이터베이스 생성
ID: native:subdivide | Name: 세분화(subdivide)
ID: native:sumlinelengths | Name: 라인 길이 합 계산
ID: native:swapxy | Name: X와 Y 좌표 바꾸기
ID: native:symmetricaldifference | Name: 대칭 빼기
ID: native:taperedbuffer | Name: 뾰족 버퍼
ID: native:tilesxyzdirectory | Name: XYZ 타일 생성 (디렉터리)
ID: native:tilesxyzmbtiles | Name: XYZ 타일 생성 (MBTiles)
ID: native:tinmeshcreation | Name: TIN 메시 생성
ID: native:transect | Name: 횡단(transect)
ID: native:transferannotationsfrommain | Name: 주 레이어에서 주석 전송
ID: native:translategeometry | Name: 변환 (Translate)
ID: native:truncatetable | Name: 테이블 잘라 맞추기
ID: native:union | Name: 통합
ID: native:uploadgpsdata | Name: GPS 데이터를 장치로 업로드
ID: native:virtualrastercalc | Name: 래스터 계산기 (가상)
ID: native:voronoipolygons | Name: 보로노이 폴리곤
ID: native:wedgebuffers | Name: 쐐기(wedge) 버퍼 생성
ID: native:writevectortiles_mbtiles | Name: 벡터 타일(MBTiles) 작성
ID: native:writevectortiles_xyz | Name: 벡터 타일(XYZ) 작성
ID: native:zonalhistogram | Name: 구획 히스토그램
ID: native:zonalstatistics | Name: 구역 통계 (인플레이스)
ID: native:zonalstatisticsfb | Name: 구역 통계
ID: pdal:assignprojection | Name: 투영체 적용
ID: pdal:boundary | Name: 경계
ID: pdal:clip | Name: 잘라내기(clip)
ID: pdal:convertformat | Name: 포맷 변환
ID: pdal:createcopc | Name: COPC 생성
ID: pdal:density | Name: 밀도
ID: pdal:exportraster | Name: 래스터로 내보내기
ID: pdal:exportrastertin | Name: 래스터로 내보내기 (삼각분할 이용)
ID: pdal:exportvector | Name: 벡터로 내보내기
ID: pdal:filter | Name: 필터
ID: pdal:info | Name: 정보
ID: pdal:merge | Name: 병합
ID: pdal:reproject | Name: 재투영
ID: pdal:thinbydecimate | Name: 솎아내기(thin) (포인트 뛰어넘기)
ID: pdal:thinbyradius | Name: 솎아내기(thin) (샘플링 반경을 통해)
ID: pdal:tile | Name: 타일
ID: pdal:virtualpointcloud | Name: 가상 점구름(VPC) 작성
ID: qgis:advancedpythonfieldcalculator | Name: 고급 파이썬 필드 계산기
ID: qgis:barplot | Name: 막대 그래프
ID: qgis:basicstatisticsforfields | Name: 필드에 대한 기본 통계
ID: qgis:boxplot | Name: 박스 플롯
ID: qgis:checkvalidity | Name: 무결성 검증
ID: qgis:climbalongline | Name: 라인을 따라 오르막
ID: qgis:convertgeometrytype | Name: 지오메트리 유형 변환
ID: qgis:definecurrentprojection | Name: Shapefile 좌표계 정의
ID: qgis:distancematrix | Name: 거리 행렬
ID: qgis:distancetonearesthublinetohub | Name: 최근접 허브까지의 거리 (라인에서 허브까지)
ID: qgis:distancetonearesthubpoints | Name: 최근접 허브까지의 거리 (포인트)
ID: qgis:eliminateselectedpolygons | Name: 선택한 폴리곤 제거
ID: qgis:executesql | Name: SQL 실행
ID: qgis:exportaddgeometrycolumns | Name: 지오메트리 속성 추가
ID: qgis:findprojection | Name: 좌표계 찾기
ID: qgis:generatepointspixelcentroidsalongline | Name: 라인을 따라 포인트(픽셀의 중심) 생성
ID: qgis:heatmapkerneldensityestimation | Name: 열지도 (커널 밀도 추정)
ID: qgis:hypsometriccurves | Name: 고도분포곡선
ID: qgis:idwinterpolation | Name: 역거리 가중(IDW) 보간법
ID: qgis:importintospatialite | Name: SpatiaLite로 내보내기
ID: qgis:knearestconcavehull | Name: Concave Hull (k-최근접 이웃)
ID: qgis:linestopolygons | Name: 라인을 폴리곤으로
ID: qgis:listuniquevalues | Name: 유일 값 목록 보기
ID: qgis:meanandstandarddeviationplot | Name: 평균 및 표준편차 그리기
ID: qgis:minimumboundinggeometry | Name: 최소 경계 지오메트리
ID: qgis:pointsdisplacement | Name: 포인트 변위
ID: qgis:polarplot | Name: 극좌표 그래프
ID: qgis:postgisexecuteandloadsql | Name: PostgreSQL이 SQL을 불러오고 실행
ID: qgis:randomextractwithinsubsets | Name: 하위 집합 내 랜덤 추출
ID: qgis:randompointsalongline | Name: 라인을 따라 랜덤 포인트 생성
ID: qgis:randompointsinlayerbounds | Name: 레이어 경계 안에 랜덤 포인트 생성
ID: qgis:randompointsinsidepolygons | Name: 폴리곤 내부에 랜덤 포인트 생성
ID: qgis:randomselection | Name: 랜덤 선택
ID: qgis:randomselectionwithinsubsets | Name: 하위 집합 내 랜덤 선택
ID: qgis:rastercalculator | Name: Raster calculator
ID: qgis:rasterlayerhistogram | Name: 래스터 레이어 히스토그램
ID: qgis:rectanglesovalsdiamondsvariable | Name: 직사각형, 타원형, 마름모 (가변)
ID: qgis:regularpoints | Name: 정규 포인트
ID: qgis:relief | Name: 기복도
ID: qgis:scatter3dplot | Name: 벡터 레이어 산포도 3D
ID: qgis:selectbyattribute | Name: 속성으로 객체 선택
ID: qgis:selectbyexpression | Name: 표현식으로 객체 선택
ID: qgis:setstyleforrasterlayer | Name: 래스터 레이어 스타일 설정
ID: qgis:setstyleforvectorlayer | Name: 벡터 레이어 용 스타일 설정
ID: qgis:statisticsbycategories | Name: 범주 별 통계
ID: qgis:texttofloat | Name: 문자열을 부동소수점으로
ID: qgis:tininterpolation | Name: TIN 보간
ID: qgis:topologicalcoloring | Name: 위상적 색상 작업
ID: qgis:variabledistancebuffer | Name: 가변 거리 버퍼
ID: qgis:vectorlayerhistogram | Name: 벡터 레이어 히스토그램
ID: qgis:vectorlayerscatterplot | Name: 벡터 레이어 산포도
ID: quickosm:buildqueryaroundarea | Name: 지역 주변에 쿼리 작성
ID: quickosm:buildquerybyattributeonly | Name: 속성으로만 쿼리 작성
ID: quickosm:buildqueryextent | Name: 범위내부에 쿼리 작성
ID: quickosm:buildqueryinsidearea | Name: 지역 내에서 쿼리 작성
ID: quickosm:buildrawquery | Name: 원시 쿼리 작성
ID: quickosm:decoratelayer | Name: OSM에서 레이어 꾸미기
ID: quickosm:downloadosmdataaroundareaquery | Name: 지역 주변 쿼리에서 OSM 데이터 다운로드
ID: quickosm:downloadosmdataextentquery | Name: 범위에서 쿼리에서 OSM 데이터 다운로드
ID: quickosm:downloadosmdatainareaquery | Name: 지역의 쿼리에서 OSM 데이터 다운로드
ID: quickosm:downloadosmdatanotspatialquery | Name: 비공간 쿼리에서 OSM 데이터 다운로드
ID: quickosm:downloadosmdatarawquery | Name: 원시 쿼리에서 OSM 데이터 다운로드
ID: quickosm:openosmfile | Name: OSM 파일에서 하위 레이어 열기
ID: sagang:01:asimplelittersystem | Name: 01: a simple litter system
ID: sagang:02:carboncyclesimulationforterrestrialbiomass | Name: 02: carbon cycle simulation for terrestrial biomass
ID: sagang:03:spatiallydistributedsimulationofsoilnitrogendynamics | Name: 03: spatially distributed simulation of soil nitrogen dynamics
ID: sagang:3dpointsselection | Name: 3d points selection
ID: sagang:accumulatedcost | Name: Accumulated cost
ID: sagang:accumulationfunctions | Name: Accumulation functions
ID: sagang:addcoordinatestopoints | Name: Add coordinates to points
ID: sagang:addpointattributestopolygons | Name: Add point attributes to polygons
ID: sagang:addpolygonattributestopoints | Name: Add polygon attributes to points
ID: sagang:addrastervaluestofeatures | Name: Add raster values to features
ID: sagang:addrastervaluestopoints | Name: Add raster values to points
ID: sagang:aggregatepointobservations | Name: Aggregate point observations
ID: sagang:aggregationindex | Name: Aggregation index
ID: sagang:airhumidityconversions | Name: Air humidity conversions
ID: sagang:airpressureadjustment | Name: Air pressure adjustment
ID: sagang:analyticalhierarchyprocess | Name: Analytical hierarchy process
ID: sagang:analyticalhillshading | Name: Analytical hillshading
ID: sagang:angmap | Name: Angmap
ID: sagang:angulardistanceweighted | Name: Angular distance weighted
ID: sagang:annualcourseofdailyinsolation | Name: Annual course of daily insolation
ID: sagang:artificialneuralnetworkclassification | Name: Artificial neural network classification
ID: sagang:automatedcloudcoverassessment | Name: Automated cloud cover assessment
ID: sagang:averagewithmask1 | Name: Average with mask 1
ID: sagang:averagewithmask2 | Name: Average with mask 2
ID: sagang:averagewiththereshold1 | Name: Average with thereshold 1
ID: sagang:averagewiththereshold2 | Name: Average with thereshold 2
ID: sagang:averagewiththereshold3 | Name: Average with thereshold 3
ID: sagang:basicterrainanalysis | Name: Basic terrain analysis
ID: sagang:binaryerosionreconstruction | Name: Binary erosion-reconstruction
ID: sagang:bioclimaticvariables | Name: Bioclimatic variables
ID: sagang:boostingclassification | Name: Boosting classification
ID: sagang:boundarycellstopolygons | Name: Boundary cells to polygons
ID: sagang:breachdepressions | Name: Breach depressions
ID: sagang:bsplineapproximation | Name: B-spline approximation
ID: sagang:burnstreamnetworkintodem | Name: Burn stream network into dem
ID: sagang:cannyedgedetection | Name: Canny edge detection
ID: sagang:catchmentarea | Name: Catchment area
ID: sagang:catchmentareaflowtracing | Name: Catchment area (flow tracing)
ID: sagang:catchmentarearecursive | Name: Catchment area (recursive)
ID: sagang:categoricalcoincidence | Name: Categorical coincidence
ID: sagang:cellbalance | Name: Cell balance
ID: sagang:changeagridsnodatavalue | Name: Change a grid's no-data value
ID: sagang:changeagridsnodatavaluebulkprocessing | Name: Change a grid's no-data value [bulk processing]
ID: sagang:changedatastorage | Name: Change data storage
ID: sagang:changegridvaluesfloodfill | Name: Change grid values - flood fill
ID: sagang:changelongitudinalrangeforgrids | Name: Change longitudinal range for grids
ID: sagang:channelnetwork | Name: Channel network
ID: sagang:channelnetworkanddrainagebasins | Name: Channel network and drainage basins
ID: sagang:citindex | Name: Cit index
ID: sagang:cliffmetrics | Name: Cliffmetrics
ID: sagang:climateclassification | Name: Climate classification
ID: sagang:clipgrids | Name: Clip grids
ID: sagang:clippointswithpolygons | Name: Clip points with polygons
ID: sagang:cliprasterwithpolygon | Name: Clip raster with polygon
ID: sagang:closegaps | Name: Close gaps
ID: sagang:closegapswithspline | Name: Close gaps with spline
ID: sagang:closegapswithstepwiseresampling | Name: Close gaps with stepwise resampling
ID: sagang:closeonecellgaps | Name: Close one cell gaps
ID: sagang:clouddetection | Name: Cloud detection
ID: sagang:cloudoverlap | Name: Cloud overlap
ID: sagang:cloudshadowdetection | Name: Cloud shadow detection
ID: sagang:clusteranalysisforpointclouds | Name: Cluster analysis for point clouds
ID: sagang:coastalprofilecrossings | Name: Coastal profile crossings
ID: sagang:coldairflow | Name: Cold air flow
ID: sagang:colorisationpc | Name: Colorisation (pc)
ID: sagang:colournormalizedbroveysharpening | Name: Colour normalized brovey sharpening
ID: sagang:colournormalizedspectralsharpening | Name: Colour normalized spectral sharpening
ID: sagang:combineclasses | Name: Combine classes
ID: sagang:concentration | Name: Concentration
ID: sagang:confusionmatrixpolygonsgrid | Name: Confusion matrix (polygons / grid)
ID: sagang:confusionmatrixtwogrids | Name: Confusion matrix (two grids)
ID: sagang:connectedcomponentlabeling | Name: Connected component labeling
ID: sagang:connectivityanalysis | Name: Connectivity analysis
ID: sagang:constantgrid | Name: Constant grid
ID: sagang:contourlines | Name: Contour lines
ID: sagang:contourlinesfrompoints | Name: Contour lines from points
ID: sagang:convergenceindex | Name: Convergence index
ID: sagang:convergenceindexsearchradius | Name: Convergence index (search radius)
ID: sagang:convertlinepolygonverticestopoints | Name: Convert line/polygon vertices to points
ID: sagang:convertlinestopolygons | Name: Convert lines to polygons
ID: sagang:convertmultipointstopoints | Name: Convert multipoints to points
ID: sagang:convertpointstolines | Name: Convert points to line(s)
ID: sagang:convertpolygonlineverticestopoints | Name: Convert polygon/line vertices to points
ID: sagang:convertpolygonstolines | Name: Convert polygons to lines
ID: sagang:converttabletopoints | Name: Convert table to points
ID: sagang:convertvertextype2d3d | Name: Convert vertex type (2d/3d)
ID: sagang:convexhull | Name: Convex hull
ID: sagang:conwaysgameoflife | Name: Conway's game of life
ID: sagang:coordinateconversiongrids | Name: Coordinate conversion (grids)
ID: sagang:coordinateconversiontable | Name: Coordinate conversion (table)
ID: sagang:coordinatereferencesystempicker | Name: Coordinate reference system picker
ID: sagang:coordinatetransformationgrid | Name: Coordinate transformation (grid)
ID: sagang:coordinatetransformationgridlist | Name: Coordinate transformation (grid list)
ID: sagang:coordinatetransformationshapes | Name: Coordinate transformation (shapes)
ID: sagang:coordinatetransformationshapeslist | Name: Coordinate transformation (shapes list)
ID: sagang:copygrid | Name: Copy grid
ID: sagang:copyselectiontonewshapeslayer | Name: Copy selection to new shapes layer
ID: sagang:copyshapes | Name: Copy shapes
ID: sagang:copyshapesfromregion | Name: Copy shapes from region
ID: sagang:countpointsinpolygons | Name: Count points in polygons
ID: sagang:coverageofcategories | Name: Coverage of categories
ID: sagang:covereddistance | Name: Covered distance
ID: sagang:creategraticule | Name: Create graticule
ID: sagang:createpointgrid | Name: Create point grid
ID: sagang:createrandompoints | Name: Create random points
ID: sagang:createrastercataloguefromfiles | Name: Create raster catalogue from files
ID: sagang:createrastercataloguesfromdirectory | Name: Create raster catalogues from directory
ID: sagang:createtileshapefromvirtualpointcloud | Name: Create tileshape from virtual point cloud
ID: sagang:createvirtualpointclouddataset | Name: Create virtual point cloud dataset
ID: sagang:createvirtualrastervrt | Name: Create virtual raster (vrt)
ID: sagang:croptodata | Name: Crop to data
ID: sagang:crossclassificationandtabulation | Name: Cross-classification and tabulation
ID: sagang:crossprofiles | Name: Cross profiles
ID: sagang:curvatureclassification | Name: Curvature classification
ID: sagang:dailyinsolationoverlatitude | Name: Daily insolation over latitude
ID: sagang:dailysolarradiation | Name: Daily solar radiation
ID: sagang:dailytohourlyevapotranspiration | Name: Daily to hourly evapotranspiration
ID: sagang:decisiontree | Name: Decision tree
ID: sagang:decisiontreeclassification | Name: Decision tree classification
ID: sagang:definegeoreferenceforgrids | Name: Define georeference for grids
ID: sagang:deleteselectionfromshapeslayer | Name: Delete selection from shapes layer
ID: sagang:destriping | Name: Destriping
ID: sagang:destripingwithmask | Name: Destriping with mask
ID: sagang:difference | Name: Difference
ID: sagang:diffusepollutionrisk | Name: Diffuse pollution risk
ID: sagang:diffusivehillslopeevolutionadi | Name: Diffusive hillslope evolution (adi)
ID: sagang:diffusivehillslopeevolutionftcs | Name: Diffusive hillslope evolution (ftcs)
ID: sagang:directgeoreferencingofairbornephotographs | Name: Direct georeferencing of airborne photographs
ID: sagang:directionalaverage | Name: Directional average
ID: sagang:directionalgridstatistics | Name: Directional grid statistics
ID: sagang:directionalstatisticsforrasterlayer | Name: Directional statistics for raster layer
ID: sagang:distancevigra | Name: Distance (vigra)
ID: sagang:diurnalanisotropicheat | Name: Diurnal anisotropic heat
ID: sagang:diversityofcategories | Name: Diversity of categories
ID: sagang:downslopedistancegradient | Name: Downslope distance gradient
ID: sagang:droppointcloudattributes | Name: Drop point cloud attributes
ID: sagang:dtmfilterslopebased | Name: Dtm filter (slope-based)
ID: sagang:earthsorbitalparameters | Name: Earth's orbital parameters
ID: sagang:edgecontamination | Name: Edge contamination
ID: sagang:edgedetectionvigra | Name: Edge detection (vigra)
ID: sagang:effectiveairflowheights | Name: Effective air flow heights
ID: sagang:enhancedvegetationindex | Name: Enhanced vegetation index
ID: sagang:evapotranspirationgrid | Name: Evapotranspiration (grid)
ID: sagang:evapotranspirationtable | Name: Evapotranspiration (table)
ID: sagang:exportatlasboundaryfile | Name: Export atlas boundary file
ID: sagang:exportesriarcinfogrid | Name: Export esri arc/info grid
ID: sagang:exportgeotiff | Name: Export geotiff
ID: sagang:exportgpx | Name: Export gpx
ID: sagang:exportgridtoxyz | Name: Export grid to xyz
ID: sagang:exportgstatshapes | Name: Export gstat shapes
ID: sagang:exportlaslazfile | Name: Export las/laz file
ID: sagang:exportpointcloudtotextfile | Name: Export point cloud to text file
ID: sagang:exportpolygonstohtmlimagemap | Name: Export polygons to html image map
ID: sagang:exportraster | Name: Export raster
ID: sagang:exportscalablevectorgraphicssvgfile | Name: Export scalable vector graphics (svg) file
ID: sagang:exportshapes | Name: Export shapes
ID: sagang:exportshapestogenerate | Name: Export shapes to generate
ID: sagang:exportshapestokml | Name: Export shapes to kml
ID: sagang:exportshapestoxyz | Name: Export shapes to xyz
ID: sagang:exportsimplefeaturestowellknowntext | Name: Export simple features to well known text
ID: sagang:exportsurferblankingfile | Name: Export surfer blanking file
ID: sagang:exportsurfergrid | Name: Export surfer grid
ID: sagang:exporttexttable | Name: Export text table
ID: sagang:exporttruecolorbitmap | Name: Export true color bitmap
ID: sagang:exportwaspterrainmapfile | Name: Export wasp terrain map file
ID: sagang:exportwrfgeogridbinaryformat | Name: Export wrf geogrid binary format
ID: sagang:extractclosedlines | Name: Extract closed lines
ID: sagang:fastrepresentativeness | Name: Fast representativeness
ID: sagang:featureextents | Name: Feature extents
ID: sagang:fillsinksplanchondarboux2001 | Name: Fill sinks (planchon/darboux, 2001)
ID: sagang:fillsinksqmofesp | Name: Fill sinks (qm of esp)
ID: sagang:fillsinkswangliu | Name: Fill sinks (wang & liu)
ID: sagang:fillsinksxxlwangliu | Name: Fill sinks xxl (wang & liu)
ID: sagang:fireriskanalysis | Name: Fire risk analysis
ID: sagang:flatdetection | Name: Flat detection
ID: sagang:flattenpolygonlayer | Name: Flatten polygon layer
ID: sagang:fliplinedirection | Name: Flip line direction
ID: sagang:flowaccumulationonestep | Name: Flow accumulation (one step)
ID: sagang:flowaccumulationparallelizable | Name: Flow accumulation (parallelizable)
ID: sagang:flowaccumulationqmofesp | Name: Flow accumulation (qm of esp)
ID: sagang:flowbetweenfields | Name: Flow between fields
ID: sagang:flowpathlength | Name: Flow path length
ID: sagang:flowwidthandspecificcatchmentarea | Name: Flow width and specific catchment area
ID: sagang:focalmechanismbeachballplots | Name: Focal mechanism (beachball plots)
ID: sagang:focalpcaonagrid | Name: Focal pca on a grid
ID: sagang:focalstatistics | Name: Focal statistics
ID: sagang:fourierfiltervigra | Name: Fourier filter (vigra)
ID: sagang:fouriertransforminversevigra | Name: Fourier transform inverse (vigra)
ID: sagang:fouriertransformvigra | Name: Fourier transform (vigra)
ID: sagang:fractalbrowniannoise | Name: Fractal brownian noise
ID: sagang:fragmentationalternative | Name: Fragmentation (alternative)
ID: sagang:fragmentationclassesfromdensityandconnectivity | Name: Fragmentation classes from density and connectivity
ID: sagang:fragmentationstandard | Name: Fragmentation (standard)
ID: sagang:frequencydomainfilter | Name: Frequency domain filter
ID: sagang:frostchangefrequency | Name: Frost change frequency
ID: sagang:functionplotter | Name: Function plotter
ID: sagang:fuzzify | Name: Fuzzify
ID: sagang:fuzzyintersectionand | Name: Fuzzy intersection (and)
ID: sagang:fuzzylandformelementclassification | Name: Fuzzy landform element classification
ID: sagang:fuzzyunionor | Name: Fuzzy union (or)
ID: sagang:gaussianfilter | Name: Gaussian filter
ID: sagang:gdalformats | Name: Gdal formats
ID: sagang:generateshapes | Name: Generate shapes
ID: sagang:geocoding | Name: Geocoding
ID: sagang:geodesicmorphologicalreconstruction | Name: Geodesic morphological reconstruction
ID: sagang:geographiccoordinategrids | Name: Geographic coordinate grids
ID: sagang:geographicdistances | Name: Geographic distances
ID: sagang:geographicdistancespairofcoordinates | Name: Geographic distances (pair of coordinates)
ID: sagang:geometricfigures | Name: Geometric figures
ID: sagang:geomorphons | Name: Geomorphons
ID: sagang:georeferencewithcoordinategrids | Name: Georeference with coordinate grids
ID: sagang:getgridfromvirtualpointcloud | Name: Get grid from virtual point cloud
ID: sagang:getsubsetfromvirtualpointcloud | Name: Get subset from virtual point cloud
ID: sagang:globalmoransiforrasterlayer | Name: Global moran's i for raster layer
ID: sagang:gpsbabel | Name: Gpsbabel
ID: sagang:gpxtoshapefile | Name: Gpx to shapefile
ID: sagang:gradientlinesfrompoints | Name: Gradient lines from points
ID: sagang:gradientvectorfromcartesiantopolarcoordinates | Name: Gradient vector from cartesian to polar coordinates
ID: sagang:gradientvectorfrompolartocartesiancoordinates | Name: Gradient vector from polar to cartesian coordinates
ID: sagang:gradientvectorsfromdirectionalcomponents | Name: Gradient vectors from directional components
ID: sagang:gradientvectorsfromdirectionandlength | Name: Gradient vectors from direction and length
ID: sagang:gradientvectorsfromsurface | Name: Gradient vectors from surface
ID: sagang:gravitationalprocesspathmodel | Name: Gravitational process path model
ID: sagang:gridcalculator | Name: Grid calculator
ID: sagang:gridcellareacoveredbypolygons | Name: Grid cell area covered by polygons
ID: sagang:gridclassesareaforpolygons | Name: Grid classes area for polygons
ID: sagang:gridcombination | Name: Gridcombination
ID: sagang:gridnormalization | Name: Grid normalization
ID: sagang:gridsfromclassifiedgridandtable | Name: Grids from classified grid and table
ID: sagang:gridstandardization | Name: Grid standardization
ID: sagang:gridstatisticsforpoints | Name: Grid statistics for points
ID: sagang:gridsystemextent | Name: Grid system extent
ID: sagang:gridvaluesandpolygonattributestopoints | Name: Grid values and polygon attributes to points
ID: sagang:groundclassification | Name: Ground classification
ID: sagang:growingdegreedays | Name: Growing degree days
ID: sagang:gwrforgriddownscaling | Name: Gwr for grid downscaling
ID: sagang:gwrformultiplepredictorlayers | Name: Gwr for multiple predictor layers
ID: sagang:gwrformultiplepredictorsgriddedmodeloutput | Name: Gwr for multiple predictors (gridded model output)
ID: sagang:gwrformultiplepredictorsshapes | Name: Gwr for multiple predictors (shapes)
ID: sagang:gwrforsinglepredictorgriddedmodeloutput | Name: Gwr for single predictor (gridded model output)
ID: sagang:gwrforsinglepredictorlayer | Name: Gwr for single predictor layer
ID: sagang:histogrammatching | Name: Histogram matching
ID: sagang:hodgepodgemachine | Name: Hodgepodge machine
ID: sagang:houghcircletransformation | Name: Hough circle transformation
ID: sagang:hypsometry | Name: Hypsometry
ID: sagang:ihssharpening | Name: Ihs sharpening
ID: sagang:imcorrfeaturetracking | Name: Imcorr - feature tracking
ID: sagang:importatlasboundaryfile | Name: Import atlas boundary file
ID: sagang:importbuildingsketchesfromcitygml | Name: Import building sketches from citygml
ID: sagang:importclipandresamplegrids | Name: Import, clip and resample grids
ID: sagang:importcrugrids | Name: Import cru grids
ID: sagang:importerdaslangis | Name: Import erdas lan/gis
ID: sagang:importfromvirtualrastervrt | Name: Import from virtual raster (vrt)
ID: sagang:importgpx | Name: Import gpx
ID: sagang:importgridsfromkml | Name: Import grids from kml
ID: sagang:importgstatshapes | Name: Import gstat shapes
ID: sagang:importlandsatscene | Name: Import landsat scene
ID: sagang:importnetcdf | Name: Import netcdf
ID: sagang:importpointcloud | Name: Import point cloud
ID: sagang:importpointcloudfromptsfile | Name: Import point cloud from pts file
ID: sagang:importraster | Name: Import raster
ID: sagang:importsentinel2scene | Name: Import sentinel-2 scene
ID: sagang:importsentinel3olciscene | Name: Import sentinel-3 olci scene
ID: sagang:importshapes | Name: Import shapes
ID: sagang:importshapesfromxyz | Name: Import shapes from xyz
ID: sagang:importsimplefeaturesfromwellknowntext | Name: Import simple features from well known text
ID: sagang:importsurferblankingfiles | Name: Import surfer blanking files
ID: sagang:importtexttable | Name: Import text table
ID: sagang:importtexttables | Name: Import text tables
ID: sagang:importtexttablewithnumbersonly | Name: Import text table with numbers only
ID: sagang:importusgssrtmgrid | Name: Import usgs srtm grid
